timestamp,open,high,low,close,volume
2025-05-16 07:00:00,1.5049e-05,1.5151e-05,1.4978e-05,1.5017e-05,9584410253.3664
2025-05-16 08:00:00,1.502e-05,1.5056e-05,1.4727e-05,1.4873e-05,14076876364.64685
2025-05-16 09:00:00,1.4884e-05,1.5085e-05,1.4858e-05,1.5081e-05,8392956114.5592
2025-05-16 10:00:00,1.5078e-05,1.5144e-05,1.5015e-05,1.5109e-05,10486194921.5344
2025-05-16 11:00:00,1.5113e-05,1.5191e-05,1.503e-05,1.5059e-05,8193693014.2874
2025-05-16 12:00:00,1.506e-05,1.5091e-05,1.4942e-05,1.496e-05,4869673019.3087
2025-05-16 13:00:00,1.4953e-05,1.5153e-05,1.4925e-05,1.5138e-05,9057309163.8357
2025-05-16 14:00:00,1.5142e-05,1.5142e-05,1.4825e-05,1.4951e-05,12426840727.0813
2025-05-16 15:00:00,1.4951e-05,1.5114e-05,1.4948e-05,1.502e-05,6134844073.011
2025-05-16 16:00:00,1.5031e-05,1.5135e-05,1.4843e-05,1.5017e-05,7778292042.8807
2025-05-16 17:00:00,1.5012e-05,1.5064e-05,1.4849e-05,1.4893e-05,5724415889.1881
2025-05-16 18:00:00,1.489e-05,1.4942e-05,1.4855e-05,1.4888e-05,4910265977.9048
2025-05-16 19:00:00,1.4868e-05,1.4932e-05,1.4804e-05,1.492e-05,3386116090.3867
2025-05-16 20:00:00,1.4912e-05,1.4923e-05,1.4644e-05,1.4736e-05,13969643073.949
2025-05-16 21:00:00,1.4732e-05,1.483e-05,1.4688e-05,1.4738e-05,3267278910.063
2025-05-16 22:00:00,1.4741e-05,1.475e-05,1.4405e-05,1.4487e-05,10882699058.8135
2025-05-16 23:00:00,1.4489e-05,1.4641e-05,1.4486e-05,1.4567e-05,5264310925.4023
2025-05-17 00:00:00,1.4565e-05,1.4614e-05,1.4356e-05,1.4428e-05,11080202503.4477
2025-05-17 01:00:00,1.4418e-05,1.4421e-05,1.411e-05,1.4229e-05,19387060958.8304
2025-05-17 02:00:00,1.4239e-05,1.4312e-05,1.4094e-05,1.4238e-05,15267962892.2396
2025-05-17 03:00:00,1.424e-05,1.4348e-05,1.4112e-05,1.4344e-05,6705388855.649028
2025-05-17 04:00:00,1.4339e-05,1.4488e-05,1.4312e-05,1.4423e-05,6258195802.7015
2025-05-17 05:00:00,1.4422e-05,1.445e-05,1.4284e-05,1.4292e-05,4408816583.934667
2025-05-17 06:00:00,1.4292e-05,1.438e-05,1.4215e-05,1.4317e-05,7776300538.0046
2025-05-17 07:00:00,1.431e-05,1.4423e-05,1.423e-05,1.4293e-05,4137334488.1648
2025-05-17 08:00:00,1.4292e-05,1.432e-05,1.4173e-05,1.4175e-05,4808755977.311
2025-05-17 09:00:00,1.4176e-05,1.4206e-05,1.4071e-05,1.416e-05,5221563858.1942
2025-05-17 10:00:00,1.4146e-05,1.4287e-05,1.4126e-05,1.424e-05,4621295600.9747
2025-05-17 11:00:00,1.4246e-05,1.4293e-05,1.412e-05,1.4205e-05,2197156026.8427
2025-05-17 12:00:00,1.4206e-05,1.4251e-05,1.4154e-05,1.4156e-05,2953677784.3873
2025-05-17 13:00:00,1.416e-05,1.4233e-05,1.4012e-05,1.4062e-05,8665019855.6449
2025-05-17 14:00:00,1.4061e-05,1.4297e-05,1.4061e-05,1.4281e-05,3704905759.7696
2025-05-17 15:00:00,1.4293e-05,1.435e-05,1.4224e-05,1.4237e-05,5489090282.714056
2025-05-17 16:00:00,1.4233e-05,1.4295e-05,1.3986e-05,1.4134e-05,14261121447.1642
2025-05-17 17:00:00,1.4139e-05,1.4278e-05,1.4117e-05,1.4135e-05,5278893977.9297
2025-05-17 18:00:00,1.4132e-05,1.4271e-05,1.4068e-05,1.4079e-05,25771048638.4181
2025-05-17 19:00:00,1.4067e-05,1.42e-05,1.4044e-05,1.4097e-05,4560701863.3057
2025-05-17 20:00:00,1.4087e-05,1.429e-05,1.4046e-05,1.4262e-05,8344100696.6416
2025-05-17 21:00:00,1.4272e-05,1.4272e-05,1.4152e-05,1.4231e-05,5088933050.1925
2025-05-17 22:00:00,1.4229e-05,1.4229e-05,1.3995e-05,1.4078e-05,3313871241.0837
2025-05-17 23:00:00,1.4078e-05,1.4205e-05,1.405e-05,1.4187e-05,2294261310.7197
2025-05-18 00:00:00,1.4185e-05,1.4264e-05,1.4101e-05,1.4212e-05,5149823594.9702
2025-05-18 01:00:00,1.4224e-05,1.4311e-05,1.4152e-05,1.4278e-05,4106179741.0343
2025-05-18 02:00:00,1.4293e-05,1.4322e-05,1.4251e-05,1.4282e-05,3381818914.9467
2025-05-18 03:00:00,1.4284e-05,1.4325e-05,1.4207e-05,1.4297e-05,14956891971.1537
2025-05-18 04:00:00,1.4296e-05,1.4371e-05,1.4293e-05,1.4359e-05,2483255712.23
2025-05-18 05:00:00,1.4372e-05,1.4596e-05,1.4372e-05,1.4589e-05,6631590920.5958
2025-05-18 06:00:00,1.4578e-05,1.4595e-05,1.4443e-05,1.447e-05,2461542872.8493
2025-05-18 07:00:00,1.4459e-05,1.4628e-05,1.4452e-05,1.4618e-05,5626712735.7328
2025-05-18 08:00:00,1.4623e-05,1.48e-05,1.4606e-05,1.4755e-05,17482853251.56249
2025-05-18 09:00:00,1.4762e-05,1.4845e-05,1.4663e-05,1.4701e-05,9925007747.7065
2025-05-18 10:00:00,1.47e-05,1.4742e-05,1.4636e-05,1.4727e-05,3312099347.4298
2025-05-18 11:00:00,1.4711e-05,1.4829e-05,1.4679e-05,1.4682e-05,4215805325.9672
2025-05-18 12:00:00,1.4693e-05,1.4778e-05,1.4599e-05,1.4778e-05,5176329331.4498
2025-05-18 13:00:00,1.478e-05,1.4956e-05,1.4713e-05,1.4937e-05,7095367994.6484
2025-05-18 14:00:00,1.4953e-05,1.514e-05,1.4866e-05,1.5051e-05,20014326232.336
2025-05-18 15:00:00,1.5052e-05,1.5347e-05,1.4998e-05,1.5261e-05,10429467822.6607
2025-05-18 16:00:00,1.5263e-05,1.5351e-05,1.5182e-05,1.5223e-05,13937997736.742
2025-05-18 17:00:00,1.5233e-05,1.5234e-05,1.4837e-05,1.4854e-05,22338225072.7532
2025-05-18 18:00:00,1.4846e-05,1.4863e-05,1.4536e-05,1.4621e-05,14436073410.4763
2025-05-18 19:00:00,1.4619e-05,1.4689e-05,1.4318e-05,1.4353e-05,15840625252.3775
2025-05-18 20:00:00,1.4329e-05,1.4458e-05,1.4055e-05,1.4441e-05,39486196510.8339
2025-05-18 21:00:00,1.4436e-05,1.4633e-05,1.4436e-05,1.4469e-05,4757203151.2469
2025-05-18 22:00:00,1.4441e-05,1.4732e-05,1.4352e-05,1.4732e-05,7919069294.7122
2025-05-18 23:00:00,1.4719e-05,1.5082e-05,1.4653e-05,1.5007e-05,7089271881.6627
2025-05-19 00:00:00,1.5009e-05,1.5136e-05,1.4629e-05,1.4686e-05,9879471643.1473
2025-05-19 01:00:00,1.4677e-05,1.4742e-05,1.4534e-05,1.4582e-05,4110281940.1599
2025-05-19 02:00:00,1.458e-05,1.4636e-05,1.4446e-05,1.4527e-05,10849745870.3551
2025-05-19 03:00:00,1.4516e-05,1.4524e-05,1.4316e-05,1.4353e-05,4938289261.0329
2025-05-19 04:00:00,1.4353e-05,1.4425e-05,1.4123e-05,1.4204e-05,8872911562.8206
2025-05-19 05:00:00,1.4205e-05,1.428e-05,1.4121e-05,1.4211e-05,17267280328.4578
2025-05-19 06:00:00,1.4208e-05,1.4308e-05,1.3947e-05,1.3954e-05,14692941425.31
2025-05-19 07:00:00,1.3946e-05,1.417e-05,1.3944e-05,1.4083e-05,10362746383.9072
2025-05-19 08:00:00,1.4071e-05,1.4116e-05,1.3927e-05,1.403e-05,5098992710.8943
2025-05-19 09:00:00,1.4017e-05,1.4101e-05,1.395e-05,1.4027e-05,18723710599.8723
2025-05-19 10:00:00,1.4031e-05,1.4111e-05,1.3934e-05,1.4073e-05,6848038224.2464
2025-05-19 11:00:00,1.4072e-05,1.4128e-05,1.4036e-05,1.4105e-05,2327859439.2612
2025-05-19 12:00:00,1.4114e-05,1.4122e-05,1.388e-05,1.3956e-05,9497065554.3913
2025-05-19 13:00:00,1.3948e-05,1.4288e-05,1.3947e-05,1.4225e-05,16276337481.744
2025-05-19 14:00:00,1.4224e-05,1.4333e-05,1.4167e-05,1.4304e-05,7697139044.2884
2025-05-19 15:00:00,1.4309e-05,1.4418e-05,1.4246e-05,1.4376e-05,6414708134.5188
2025-05-19 16:00:00,1.4377e-05,1.454e-05,1.4271e-05,1.453e-05,7737048883.3172
2025-05-19 17:00:00,1.453e-05,1.4656e-05,1.4466e-05,1.449e-05,11260742822.4909
2025-05-19 18:00:00,1.4488e-05,1.456e-05,1.4348e-05,1.4423e-05,8318541072.0408
2025-05-19 19:00:00,1.4427e-05,1.4554e-05,1.4388e-05,1.4541e-05,7520439243.0723
2025-05-19 20:00:00,1.4552e-05,1.4589e-05,1.4493e-05,1.4524e-05,11538371911.0968
2025-05-19 21:00:00,1.4526e-05,1.4622e-05,1.4433e-05,1.4618e-05,9366653704.572
2025-05-19 22:00:00,1.4608e-05,1.462e-05,1.4466e-05,1.4515e-05,6168404688.3676
2025-05-19 23:00:00,1.4513e-05,1.4608e-05,1.4512e-05,1.4589e-05,9026949730.1524
2025-05-20 00:00:00,1.4595e-05,1.477e-05,1.451e-05,1.4536e-05,12387497069.4842
2025-05-20 01:00:00,1.4526e-05,1.4792e-05,1.4508e-05,1.4734e-05,7126451441.245
2025-05-20 02:00:00,1.4744e-05,1.4915e-05,1.4717e-05,1.473e-05,11723774199.727
2025-05-20 03:00:00,1.4746e-05,1.4753e-05,1.4592e-05,1.4665e-05,6763714877.7719
2025-05-20 04:00:00,1.4665e-05,1.4721e-05,1.4584e-05,1.4714e-05,6059729032.6849
2025-05-20 05:00:00,1.4723e-05,1.4763e-05,1.4655e-05,1.466e-05,4550110270.3837
2025-05-20 06:00:00,1.4661e-05,1.4683e-05,1.4499e-05,1.459e-05,4875830269.1108
2025-05-20 07:00:00,1.46e-05,1.4603e-05,1.4396e-05,1.4436e-05,11171082047.6771
2025-05-20 08:00:00,1.4436e-05,1.4472e-05,1.4336e-05,1.4407e-05,5613658392.5918
2025-05-20 09:00:00,1.4401e-05,1.4462e-05,1.4347e-05,1.4386e-05,3626863958.9894
2025-05-20 10:00:00,1.4392e-05,1.4427e-05,1.4204e-05,1.4243e-05,5326013927.7324
2025-05-20 11:00:00,1.4246e-05,1.432e-05,1.416e-05,1.4271e-05,4570924262.6652
2025-05-20 12:00:00,1.4277e-05,1.4277e-05,1.414e-05,1.4214e-05,4675955631.6013
2025-05-20 13:00:00,1.4219e-05,1.4266e-05,1.4139e-05,1.4202e-05,3449255195.4813
2025-05-20 14:00:00,1.4199e-05,1.4305e-05,1.4168e-05,1.4222e-05,4822331711.3859
2025-05-20 15:00:00,1.4208e-05,1.4358e-05,1.4205e-05,1.4347e-05,2491993818.4988
