timestamp,open,high,low,close,volume
2025-05-16 07:00:00,2598.2,2620.25,2584.66,2601.99,4282.26576615
2025-05-16 08:00:00,2602.02,2605.97,2558.46,2573.8,4550.9613058
2025-05-16 09:00:00,2573.8,2618.07,2572.13,2612.17,6570.88497315
2025-05-16 10:00:00,2612.17,2629.84,2606.48,2625.67,4340.04045954
2025-05-16 11:00:00,2626.01,2648.88,2617.58,2621.56,5441.25927806
2025-05-16 12:00:00,2621.67,2623.99,2593.15,2598.98,9529.61214607
2025-05-16 13:00:00,2599.08,2617.07,2594.34,2607.08,13366.09957316
2025-05-16 14:00:00,2607.22,2607.46,2574.45,2585.51,10531.96441872
2025-05-16 15:00:00,2585.61,2604.83,2585.2,2595.87,5630.34141542
2025-05-16 16:00:00,2595.86,2602.97,2570.5,2587.22,7390.84743342
2025-05-16 17:00:00,2587.09,2596.02,2572.52,2578.95,2360.2513466
2025-05-16 18:00:00,2578.67,2593.12,2576.57,2587.13,2664.93743714
2025-05-16 19:00:00,2587.0,2595.31,2577.61,2592.84,3319.67228975
2025-05-16 20:00:00,2593.11,2593.89,2562.78,2571.5,3910.91074802
2025-05-16 21:00:00,2571.17,2583.96,2550.5,2568.16,2298.86413959
2025-05-16 22:00:00,2568.16,2570.6,2530.31,2546.84,4777.90600007
2025-05-16 23:00:00,2546.67,2558.74,2531.39,2538.02,4258.70198538
2025-05-17 00:00:00,2537.9,2539.48,2483.11,2501.8,10804.10559722
2025-05-17 01:00:00,2501.57,2501.57,2459.53,2476.55,11575.81367716
2025-05-17 02:00:00,2476.75,2503.95,2453.36,2490.93,7625.41708743
2025-05-17 03:00:00,2490.93,2498.41,2475.93,2497.78,2323.4974238
2025-05-17 04:00:00,2497.51,2514.34,2492.14,2507.06,2851.45752187
2025-05-17 05:00:00,2506.69,2510.38,2476.0,2480.88,2002.89665878
2025-05-17 06:00:00,2480.92,2497.76,2480.64,2494.07,1707.5631328
2025-05-17 07:00:00,2493.88,2507.13,2482.15,2493.09,1302.48595543
2025-05-17 08:00:00,2493.35,2496.69,2477.96,2482.36,2024.50602616
2025-05-17 09:00:00,2482.14,2487.03,2467.27,2478.97,2732.75570606
2025-05-17 10:00:00,2478.98,2492.4,2475.57,2486.37,1559.75319707
2025-05-17 11:00:00,2486.51,2489.82,2475.32,2482.37,1756.88959071
2025-05-17 12:00:00,2482.14,2487.44,2470.91,2473.23,1952.07472816
2025-05-17 13:00:00,2473.25,2481.11,2446.89,2462.3,4105.32297265
2025-05-17 14:00:00,2462.3,2486.81,2461.67,2483.38,2228.51105965
2025-05-17 15:00:00,2483.31,2485.38,2473.61,2475.2,1588.74502108
2025-05-17 16:00:00,2475.08,2481.42,2449.0,2468.49,2490.47154143
2025-05-17 17:00:00,2468.5,2481.32,2464.48,2471.07,1570.64794713
2025-05-17 18:00:00,2471.15,2489.49,2464.31,2468.15,3868.6126503
2025-05-17 19:00:00,2468.12,2481.43,2462.84,2470.96,1575.34744339
2025-05-17 20:00:00,2470.88,2496.59,2465.34,2489.79,3026.133174
2025-05-17 21:00:00,2489.88,2494.82,2481.05,2486.86,1958.13229069
2025-05-17 22:00:00,2486.98,2487.31,2454.26,2461.4,3398.68488077
2025-05-17 23:00:00,2461.3,2479.57,2458.38,2476.11,2185.635957
2025-05-18 00:00:00,2476.11,2487.13,2473.11,2483.65,1542.81555961
2025-05-18 01:00:00,2483.59,2488.34,2474.01,2486.07,1403.61004669
2025-05-18 02:00:00,2486.07,2488.46,2476.67,2481.84,1050.88442099
2025-05-18 03:00:00,2482.0,2487.71,2469.17,2478.01,2345.77285647
2025-05-18 04:00:00,2478.13,2490.0,2478.0,2486.51,979.66959387
2025-05-18 05:00:00,2486.61,2515.59,2486.2,2512.96,2242.22655549
2025-05-18 06:00:00,2512.95,2514.04,2493.46,2498.12,1137.47978048
2025-05-18 07:00:00,2497.87,2512.28,2495.61,2510.34,976.47866616
2025-05-18 08:00:00,2510.31,2529.23,2510.31,2518.33,2757.32461507
2025-05-18 09:00:00,2518.21,2524.41,2504.46,2508.65,718.8864035
2025-05-18 10:00:00,2508.66,2514.15,2499.23,2505.7,795.02880185
2025-05-18 11:00:00,2505.76,2514.31,2501.35,2502.34,1158.86968995
2025-05-18 12:00:00,2502.35,2509.2,2488.2,2509.02,1291.87091401
2025-05-18 13:00:00,2508.86,2545.63,2505.2,2542.71,2768.90723837
2025-05-18 14:00:00,2542.58,2570.25,2530.28,2558.87,6158.16806545
2025-05-18 15:00:00,2558.88,2588.25,2549.0,2579.62,5526.99774322
2025-05-18 16:00:00,2579.87,2585.32,2555.76,2574.67,4911.37537966
2025-05-18 17:00:00,2574.67,2576.25,2484.2,2491.78,12011.17450589
2025-05-18 18:00:00,2491.13,2497.24,2451.85,2463.68,14145.15135957
2025-05-18 19:00:00,2463.82,2472.83,2404.22,2409.22,9041.43261177
2025-05-18 20:00:00,2409.16,2409.16,2323.0,2394.96,26936.94541197
2025-05-18 21:00:00,2394.46,2435.13,2394.26,2408.61,7444.62321836
2025-05-18 22:00:00,2408.34,2457.86,2377.07,2456.31,13899.12910163
2025-05-18 23:00:00,2456.17,2511.67,2436.68,2498.24,13724.26320022
2025-05-19 00:00:00,2498.63,2513.53,2428.0,2443.59,30327.61975519
2025-05-19 01:00:00,2443.54,2450.95,2414.01,2428.93,5692.91782269
2025-05-19 02:00:00,2428.75,2435.96,2392.86,2401.8,7056.16342366
2025-05-19 03:00:00,2401.8,2405.26,2379.91,2385.23,5108.43152048
2025-05-19 04:00:00,2385.89,2405.31,2352.1,2366.39,6133.80584014
2025-05-19 05:00:00,2366.09,2386.47,2357.66,2379.2,4349.63480191
2025-05-19 06:00:00,2379.11,2400.01,2349.73,2354.43,14865.45341847
2025-05-19 07:00:00,2354.05,2414.11,2352.73,2404.31,26315.94802258
2025-05-19 08:00:00,2404.33,2422.92,2390.4,2405.49,4795.34976028
2025-05-19 09:00:00,2405.44,2416.2,2390.18,2406.13,3720.54725431
2025-05-19 10:00:00,2405.78,2419.76,2393.47,2410.13,2952.50704576
2025-05-19 11:00:00,2410.14,2422.95,2407.52,2418.0,2641.2028492
2025-05-19 12:00:00,2418.0,2421.5,2385.46,2401.31,5494.28260603
2025-05-19 13:00:00,2401.55,2443.46,2395.12,2427.95,9029.27486455
2025-05-19 14:00:00,2427.97,2455.77,2418.65,2448.1,11508.76407824
2025-05-19 15:00:00,2448.1,2474.91,2443.89,2467.87,7116.37095249
2025-05-19 16:00:00,2467.79,2510.92,2451.29,2510.79,10463.08525053
